Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,4-24-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,42.00,133.00,5586.00,3854.00,0.69,Online
Sports Direct,1197831,4-25-2021,South,Tennessee,Knoxville,Men's Apparel,49.00,133.00,6517.00,3454.00,0.53,Online
Sports Direct,1197831,4-26-2021,South,Tennessee,Knoxville,Women's Apparel,53.00,181.00,9593.00,6811.00,0.71,Online
Sports Direct,1197831,4-27-2021,South,Tennessee,Knoxville,Men's Street Footwear,49.00,182.00,8918.00,5351.00,0.60,Online
Sports Direct,1197831,4-28-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,47.00,169.00,7943.00,4766.00,0.60,Online
Sports Direct,1197831,4-29-2021,South,Tennessee,Knoxville,Women's Street Footwear,54.00,182.00,9828.00,5799.00,0.59,Online
Sports Direct,1197831,4-30-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,53.00,100.00,5300.00,3710.00,0.70,Online
Sports Direct,1197831,1-5-2021,South,Tennessee,Knoxville,Men's Apparel,47.00,120.00,5640.00,2876.00,0.51,Online
Sports Direct,1197831,2-5-2021,South,Tennessee,Knoxville,Women's Apparel,42.00,163.00,6846.00,5066.00,0.74,Online
Sports Direct,1197831,3-5-2021,South,Tennessee,Knoxville,Men's Street Footwear,33.00,173.00,5709.00,3254.00,0.57,Online
Sports Direct,1197831,4-5-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32.00,150.00,4800.00,2880.00,0.60,Online
Sports Direct,1197831,5-5-2021,South,Tennessee,Knoxville,Women's Street Footwear,36.00,147.00,5292.00,3069.00,0.58,Online
Sports Direct,1197831,6-5-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,38.00,98.00,3724.00,2607.00,0.70,Online
Sports Direct,1197831,7-5-2021,South,Tennessee,Knoxville,Men's Apparel,32.00,88.00,2816.00,1436.00,0.51,Online
Sports Direct,1197831,8-5-2021,South,Tennessee,Knoxville,Women's Apparel,43.00,131.00,5633.00,3999.00,0.71,Online
Sports Direct,1197831,9-5-2021,South,Tennessee,Knoxville,Men's Street Footwear,29.00,196.00,5684.00,3183.00,0.56,Online
Sports Direct,1197831,10-5-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,29.00,189.00,5481.00,3069.00,0.56,Online
Sports Direct,1197831,11-5-2021,South,Tennessee,Knoxville,Women's Street Footwear,50.00,174.00,8700.00,4872.00,0.56,Online
Sports Direct,1197831,12-5-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,52.00,133.00,6916.00,4772.00,0.69,Online
Sports Direct,1197831,5-13-2021,South,Tennessee,Knoxville,Men's Apparel,51.00,113.00,5763.00,3054.00,0.53,Online
Sports Direct,1197831,5-14-2021,South,Tennessee,Knoxville,Women's Apparel,59.00,169.00,9971.00,7079.00,0.71,Online
Sports Direct,1197831,5-15-2021,South,Tennessee,Knoxville,Men's Street Footwear,53.00,200.00,10600.00,6148.00,0.58,Online
Sports Direct,1197831,5-16-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,51.00,240.00,12240.00,6732.00,0.55,Online
Sports Direct,1197831,5-17-2021,South,Tennessee,Knoxville,Women's Street Footwear,54.00,210.00,11340.00,6237.00,0.55,Online
Sports Direct,1197831,5-18-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,54.00,149.00,8046.00,5552.00,0.69,Online
Sports Direct,1197831,5-19-2021,South,Tennessee,Knoxville,Men's Apparel,50.00,140.00,7000.00,3500.00,0.50,Online
Sports Direct,1197831,5-20-2021,South,Tennessee,Knoxville,Women's Apparel,61.00,225.00,13725.00,10157.00,0.74,Online
Foot Locker,1185732,5-21-2021,South,Tennessee,Knoxville,Men's Street Footwear,32.00,119.00,3808.00,1904.00,0.50,Online
Foot Locker,1185732,5-22-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32.00,56.00,1792.00,878.00,0.49,Online
Foot Locker,1185732,5-23-2021,South,Tennessee,Knoxville,Women's Street Footwear,24.00,65.00,1560.00,749.00,0.48,Online
Foot Locker,1185732,5-24-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,27.00,19.00,513.00,272.00,0.53,Online
Foot Locker,1185732,5-25-2021,Midwest,Nebraska,Omaha,Men's Apparel,43.00,35.00,1505.00,677.00,0.45,Online
Foot Locker,1185732,5-26-2021,Midwest,Nebraska,Omaha,Women's Apparel,32.00,68.00,2176.00,1327.00,0.61,Online
Foot Locker,1185732,5-27-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,32.00,119.00,3808.00,2056.00,0.54,Online
Foot Locker,1185732,5-28-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.00,38.00,1254.00,627.00,0.50,Online
Foot Locker,1185732,5-29-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,23.00,47.00,1081.00,541.00,0.50,Online
Foot Locker,1185732,5-30-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.00,14.00,406.00,203.00,0.50,Online
Foot Locker,1185732,5-31-2021,Midwest,Nebraska,Omaha,Men's Apparel,41.00,31.00,1271.00,623.00,0.49,Online
Foot Locker,1185732,1-6-2021,Midwest,Nebraska,Omaha,Women's Apparel,32.00,60.00,1920.00,1190.00,0.62,Online
Foot Locker,1185732,2-6-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38.00,122.00,4636.00,2503.00,0.54,Online
Foot Locker,1185732,3-6-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,39.00,26.00,1014.00,466.00,0.46,Online
Foot Locker,1185732,4-6-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,29.00,39.00,1131.00,566.00,0.50,Online
Foot Locker,1185732,5-6-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.00,0.00,0.00,0.00,0.55,Online
Foot Locker,1185732,6-6-2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,13.00,585.00,275.00,0.47,Online
Foot Locker,1185732,7-6-2021,Midwest,Nebraska,Omaha,Women's Apparel,37.00,38.00,1406.00,858.00,0.61,Online
Foot Locker,1185732,8-6-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38.00,105.00,3990.00,2115.00,0.53,Online
Foot Locker,1185732,9-6-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.00,23.00,736.00,331.00,0.45,Online
Foot Locker,1185732,10-6-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,23.00,21.00,483.00,217.00,0.45,Online
Foot Locker,1185732,11-6-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.00,0.00,0.00,0.00,0.53,Online
Foot Locker,1185732,12-6-2021,Midwest,Nebraska,Omaha,Men's Apparel,42.00,6.00,252.00,121.00,0.48,Online
Foot Locker,1185732,6-13-2021,Midwest,Nebraska,Omaha,Women's Apparel,34.00,39.00,1326.00,822.00,0.62,Online
Foot Locker,1185732,6-14-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,44.00,118.00,5192.00,2804.00,0.54,Online
Foot Locker,1185732,6-15-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,38.00,33.00,1254.00,627.00,0.50,Online
Foot Locker,1185732,6-16-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,32.00,30.00,960.00,461.00,0.48,Online
Foot Locker,1185732,6-17-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,34.00,7.00,238.00,126.00,0.53,Online
Foot Locker,1185732,6-18-2021,Midwest,Nebraska,Omaha,Men's Apparel,46.00,13.00,598.00,275.00,0.46,Online
Foot Locker,1185732,6-19-2021,Midwest,Nebraska,Omaha,Women's Apparel,51.00,41.00,2091.00,1296.00,0.62,Online
Foot Locker,1185732,6-20-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,36.00,120.00,4320.00,2290.00,0.53,Online
Foot Locker,1185732,6-21-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.00,45.00,1440.00,720.00,0.50,Online
Foot Locker,1185732,6-22-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,27.00,46.00,1242.00,559.00,0.45,Online
Foot Locker,1185732,6-23-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.00,39.00,1053.00,569.00,0.54,Online
Foot Locker,1185732,6-24-2021,Midwest,Nebraska,Omaha,Men's Apparel,42.00,42.00,1764.00,882.00,0.50,Online
Foot Locker,1185732,6-25-2021,Midwest,Nebraska,Omaha,Women's Apparel,49.00,85.00,4165.00,2582.00,0.62,Online
Foot Locker,1185732,6-26-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,43.00,165.00,7095.00,3618.00,0.51,Online
Foot Locker,1185732,6-27-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,37.00,81.00,2997.00,1349.00,0.45,Online
Foot Locker,1185732,6-28-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,34.00,63.00,2142.00,964.00,0.45,Online
Foot Locker,1185732,6-29-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.00,46.00,1518.00,789.00,0.52,Online
Foot Locker,1185732,6-30-2021,Midwest,Nebraska,Omaha,Men's Apparel,41.00,44.00,1804.00,884.00,0.49,Online
Foot Locker,1185732,1-7-2021,Midwest,Nebraska,Omaha,Women's Apparel,49.00,91.00,4459.00,2809.00,0.63,Online
Foot Locker,1185732,2-7-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,41.00,145.00,5945.00,3151.00,0.53,Online
Foot Locker,1185732,3-7-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,42.00,80.00,3360.00,1646.00,0.49,Online
Foot Locker,1185732,4-7-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,36.00,52.00,1872.00,899.00,0.48,Online
Foot Locker,1185732,5-7-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.00,38.00,1102.00,562.00,0.51,Online
Foot Locker,1185732,6-7-2021,Midwest,Nebraska,Omaha,Men's Apparel,37.00,27.00,999.00,480.00,0.48,Online
Foot Locker,1185732,7-7-2021,Midwest,Nebraska,Omaha,Women's Apparel,44.00,69.00,3036.00,1822.00,0.60,Online
Foot Locker,1185732,8-7-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38.00,112.00,4256.00,2298.00,0.54,Online
Foot Locker,1185732,9-7-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.00,56.00,1848.00,850.00,0.46,Online
Foot Locker,1185732,10-7-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,18.00,25.00,450.00,216.00,0.48,Online
Foot Locker,1185732,11-7-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,19.00,23.00,437.00,227.00,0.52,Online
Foot Locker,1185732,12-7-2021,Midwest,Nebraska,Omaha,Men's Apparel,29.00,21.00,609.00,292.00,0.48,Online
Foot Locker,1185732,7-13-2021,Midwest,Nebraska,Omaha,Women's Apparel,34.00,39.00,1326.00,822.00,0.62,Online
Foot Locker,1185732,7-14-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,36.00,94.00,3384.00,1827.00,0.54,Online
Foot Locker,1185732,7-15-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.00,41.00,1189.00,547.00,0.46,Online
Foot Locker,1185732,7-16-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,29.00,14.00,406.00,203.00,0.50,Online
Foot Locker,1185732,7-17-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.00,7.00,203.00,108.00,0.53,Online
Foot Locker,1185732,7-18-2021,Midwest,Nebraska,Omaha,Men's Apparel,37.00,7.00,259.00,124.00,0.48,Online
Foot Locker,1185732,7-19-2021,Midwest,Nebraska,Omaha,Women's Apparel,44.00,38.00,1672.00,1053.00,0.63,Online
Foot Locker,1185732,7-20-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,37.00,84.00,3108.00,1678.00,0.54,Online
Foot Locker,1185732,7-21-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.00,41.00,1189.00,547.00,0.46,Online
Foot Locker,1185732,7-22-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,29.00,25.00,725.00,341.00,0.47,Online
Foot Locker,1185732,7-23-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.00,36.00,972.00,535.00,0.55,Online
Foot Locker,1185732,7-24-2021,Midwest,Nebraska,Omaha,Men's Apparel,48.00,27.00,1296.00,583.00,0.45,Online
Foot Locker,1185732,7-25-2021,Midwest,Nebraska,Omaha,Women's Apparel,53.00,58.00,3074.00,1906.00,0.62,Online
Foot Locker,1185732,7-26-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,49.00,117.00,5733.00,2867.00,0.50,Online
Foot Locker,1185732,7-27-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,36.00,63.00,2268.00,1134.00,0.50,Online
Foot Locker,1185732,7-28-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,39.00,60.00,2340.00,1147.00,0.49,Online
Foot Locker,1185732,7-29-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,38.00,38.00,1444.00,794.00,0.55,Online
Foot Locker,1185732,7-30-2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,39.00,1755.00,842.00,0.48,Online
Foot Locker,1185732,7-31-2021,Midwest,Nebraska,Omaha,Women's Apparel,54.00,65.00,3510.00,2176.00,0.62,Online
Sports Direct,1197831,1-8-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,19.00,203.00,3857.00,2044.00,0.53,Online
Sports Direct,1197831,2-8-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.00,196.00,5684.00,3069.00,0.54,Online
Sports Direct,1197831,3-8-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,28.00,138.00,3864.00,2125.00,0.55,Online
Sports Direct,1197831,4-8-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.00,138.00,4554.00,2915.00,0.64,Online
Sports Direct,1197831,5-8-2021,South,Alabama,Birmingham,Men's Apparel,37.00,88.00,3256.00,1563.00,0.48,Online
Sports Direct,1197831,6-8-2021,South,Alabama,Birmingham,Women's Apparel,32.00,138.00,4416.00,3091.00,0.70,Online
Sports Direct,1197831,7-8-2021,South,Alabama,Birmingham,Men's Street Footwear,24.00,156.00,3744.00,2022.00,0.54,Online
Sports Direct,1197831,8-8-2021,South,Alabama,Birmingham,Men's Athletic Footwear,33.00,174.00,5742.00,3101.00,0.54,Online
Sports Direct,1197831,9-8-2021,South,Alabama,Birmingham,Women's Street Footwear,32.00,128.00,4096.00,2130.00,0.52,Online
Sports Direct,1197831,10-8-2021,South,Alabama,Birmingham,Women's Athletic Footwear,32.00,98.00,3136.00,1944.00,0.62,Online
Sports Direct,1197831,11-8-2021,South,Alabama,Birmingham,Men's Apparel,38.00,68.00,2584.00,1240.00,0.48,Online
Sports Direct,1197831,12-8-2021,South,Alabama,Birmingham,Women's Apparel,33.00,126.00,4158.00,2786.00,0.67,Online
Sports Direct,1197831,8-13-2021,South,Alabama,Birmingham,Men's Street Footwear,28.00,163.00,4564.00,2510.00,0.55,Online
Sports Direct,1197831,8-14-2021,South,Alabama,Birmingham,Men's Athletic Footwear,36.00,188.00,6768.00,3722.00,0.55,Online
Sports Direct,1197831,8-15-2021,South,Alabama,Birmingham,Women's Street Footwear,27.00,117.00,3159.00,1832.00,0.58,Online
Sports Direct,1197831,8-16-2021,South,Alabama,Birmingham,Women's Athletic Footwear,33.00,105.00,3465.00,2356.00,0.68,Online
Sports Direct,1197831,8-17-2021,South,Alabama,Birmingham,Men's Apparel,37.00,73.00,2701.00,1351.00,0.50,Online
Sports Direct,1197831,8-18-2021,South,Alabama,Birmingham,Women's Apparel,34.00,104.00,3536.00,2652.00,0.75,Online
Sports Direct,1197831,8-19-2021,South,Alabama,Birmingham,Men's Street Footwear,19.00,195.00,3705.00,2149.00,0.58,Online
Sports Direct,1197831,8-20-2021,South,Alabama,Birmingham,Men's Athletic Footwear,19.00,189.00,3591.00,2083.00,0.58,Online
Sports Direct,1197831,8-21-2021,South,Alabama,Birmingham,Women's Street Footwear,14.00,119.00,1666.00,983.00,0.59,Online
Sports Direct,1197831,8-22-2021,South,Alabama,Birmingham,Women's Athletic Footwear,18.00,113.00,2034.00,1342.00,0.66,Online
Sports Direct,1197831,8-23-2021,South,Alabama,Birmingham,Men's Apparel,23.00,74.00,1702.00,902.00,0.53,Online
Sports Direct,1197831,8-24-2021,South,Alabama,Birmingham,Women's Apparel,20.00,149.00,2980.00,2235.00,0.75,Online
Sports Direct,1197831,8-25-2021,South,Alabama,Birmingham,Men's Street Footwear,9.00,203.00,1827.00,1078.00,0.59,Online
Sports Direct,1197831,8-26-2021,South,Alabama,Birmingham,Men's Athletic Footwear,19.00,189.00,3591.00,2119.00,0.59,Online
Sports Direct,1197831,8-27-2021,South,Alabama,Birmingham,Women's Street Footwear,15.00,173.00,2595.00,1453.00,0.56,Online
Sports Direct,1197831,8-28-2021,South,Alabama,Birmingham,Women's Athletic Footwear,34.00,135.00,4590.00,3121.00,0.68,Online
Sports Direct,1197831,8-29-2021,South,Alabama,Birmingham,Men's Apparel,49.00,120.00,5880.00,3175.00,0.54,Online
Sports Direct,1197831,8-30-2021,South,Alabama,Birmingham,Women's Apparel,43.00,203.00,8729.00,6285.00,0.72,Online
Sports Direct,1197831,8-31-2021,South,Alabama,Birmingham,Men's Street Footwear,43.00,203.00,8729.00,4801.00,0.55,Online
Sports Direct,1197831,1-9-2021,South,Alabama,Birmingham,Men's Athletic Footwear,49.00,203.00,9947.00,5570.00,0.56,Online
Sports Direct,1197831,2-9-2021,South,Alabama,Birmingham,Women's Street Footwear,44.00,189.00,8316.00,4906.00,0.59,Online
Sports Direct,1197831,3-9-2021,South,Alabama,Birmingham,Women's Athletic Footwear,41.00,180.00,7380.00,5092.00,0.69,Online
Sports Direct,1197831,4-9-2021,South,Alabama,Birmingham,Men's Apparel,49.00,145.00,7105.00,3908.00,0.55,Online
Sports Direct,1197831,5-9-2021,South,Alabama,Birmingham,Women's Apparel,50.00,245.00,12250.00,8820.00,0.72,Online
Sports Direct,1197831,6-9-2021,South,Alabama,Birmingham,Men's Street Footwear,44.00,206.00,9064.00,5801.00,0.64,Online
Sports Direct,1197831,7-9-2021,South,Alabama,Birmingham,Men's Athletic Footwear,49.00,215.00,10535.00,6742.00,0.64,Online
Sports Direct,1197831,8-9-2021,South,Alabama,Birmingham,Women's Street Footwear,41.00,254.00,10414.00,6561.00,0.63,Online
Sports Direct,1197831,9-9-2021,South,Alabama,Birmingham,Women's Athletic Footwear,44.00,173.00,7612.00,5633.00,0.74,Online
Sports Direct,1197831,10-9-2021,South,Alabama,Birmingham,Men's Apparel,45.00,131.00,5895.00,3419.00,0.58,Online
Sports Direct,1197831,11-9-2021,South,Alabama,Birmingham,Women's Apparel,56.00,240.00,13440.00,10752.00,0.80,Online
Sports Direct,1197831,12-9-2021,South,Alabama,Birmingham,Men's Street Footwear,38.00,225.00,8550.00,5216.00,0.61,Online
Sports Direct,1197831,9-13-2021,South,Alabama,Birmingham,Men's Athletic Footwear,52.00,210.00,10920.00,7098.00,0.65,Online
Sports Direct,1197831,9-14-2021,South,Alabama,Birmingham,Women's Street Footwear,51.00,268.00,13668.00,8201.00,0.60,Online
Sports Direct,1197831,9-15-2021,South,Alabama,Birmingham,Women's Athletic Footwear,46.00,119.00,5474.00,3887.00,0.71,Online
Sports Direct,1197831,9-16-2021,South,Alabama,Birmingham,Men's Apparel,50.00,123.00,6150.00,3629.00,0.59,Online
Sports Direct,1197831,9-17-2021,South,Alabama,Birmingham,Women's Apparel,59.00,182.00,10738.00,8268.00,0.77,Online
Sports Direct,1197831,9-18-2021,South,Alabama,Birmingham,Men's Street Footwear,51.00,175.00,8925.00,5355.00,0.60,Online
Sports Direct,1197831,9-19-2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.00,144.00,7200.00,4536.00,0.63,Online
Sports Direct,1197831,9-20-2021,South,Alabama,Birmingham,Women's Street Footwear,59.00,188.00,11092.00,6988.00,0.63,Online
Sports Direct,1197831,9-21-2021,South,Alabama,Birmingham,Women's Athletic Footwear,58.00,95.00,5510.00,3912.00,0.71,Online
Sports Direct,1197831,9-22-2021,South,Alabama,Birmingham,Men's Apparel,41.00,88.00,3608.00,2057.00,0.57,Online
Sports Direct,1197831,9-23-2021,South,Alabama,Birmingham,Women's Apparel,37.00,150.00,5550.00,4274.00,0.77,Online
Sports Direct,1197831,9-24-2021,South,Alabama,Birmingham,Men's Street Footwear,29.00,131.00,3799.00,2279.00,0.60,Online
Sports Direct,1197831,9-25-2021,South,Alabama,Birmingham,Men's Athletic Footwear,29.00,158.00,4582.00,2887.00,0.63,Online
Sports Direct,1197831,9-26-2021,South,Alabama,Birmingham,Women's Street Footwear,32.00,124.00,3968.00,2381.00,0.60,Online
Sports Direct,1197831,9-27-2021,South,Alabama,Birmingham,Women's Athletic Footwear,32.00,91.00,2912.00,2126.00,0.73,Online
Sports Direct,1197831,9-28-2021,South,Alabama,Birmingham,Men's Apparel,29.00,78.00,2262.00,1357.00,0.60,Online
Sports Direct,1197831,9-29-2021,South,Alabama,Birmingham,Women's Apparel,36.00,143.00,5148.00,3861.00,0.75,Online
Sports Direct,1197831,9-30-2021,South,Alabama,Birmingham,Men's Street Footwear,18.00,169.00,3042.00,1947.00,0.64,Online
Sports Direct,1197831,1-10-2021,South,Alabama,Birmingham,Men's Athletic Footwear,19.00,169.00,3211.00,1959.00,0.61,Online
Sports Direct,1197831,2-10-2021,South,Alabama,Birmingham,Women's Street Footwear,43.00,144.00,6192.00,3963.00,0.64,Online
Sports Direct,1197831,3-10-2021,South,Alabama,Birmingham,Women's Athletic Footwear,44.00,131.00,5764.00,4208.00,0.73,Online
Sports Direct,1197831,4-10-2021,South,Alabama,Birmingham,Men's Apparel,48.00,111.00,5328.00,3144.00,0.59,Online
Sports Direct,1197831,5-10-2021,South,Alabama,Birmingham,Women's Apparel,56.00,188.00,10528.00,8317.00,0.79,Online
Sports Direct,1197831,6-10-2021,South,Alabama,Birmingham,Men's Street Footwear,56.00,233.00,13048.00,8220.00,0.63,Online
Sports Direct,1197831,7-10-2021,South,Alabama,Birmingham,Men's Athletic Footwear,58.00,225.00,13050.00,8352.00,0.64,Online
Sports Direct,1197831,8-10-2021,South,Alabama,Birmingham,Women's Street Footwear,64.00,175.00,11200.00,6944.00,0.62,Online
Sports Direct,1197831,9-10-2021,South,Alabama,Birmingham,Women's Athletic Footwear,63.00,143.00,9009.00,6757.00,0.75,Online
Sports Direct,1197831,10-10-2021,South,Alabama,Birmingham,Men's Apparel,58.00,145.00,8410.00,4710.00,0.56,Online
Sports Direct,1197831,11-10-2021,South,Alabama,Birmingham,Women's Apparel,68.00,203.00,13804.00,11043.00,0.80,Online
Amazon,1185732,12-10-2021,South,Alabama,Birmingham,Men's Street Footwear,38.00,117.00,4446.00,2223.00,0.50,Online
Amazon,1185732,10-13-2021,South,Alabama,Birmingham,Men's Athletic Footwear,38.00,75.00,2850.00,1311.00,0.46,Online
Amazon,1185732,10-14-2021,South,Alabama,Birmingham,Women's Street Footwear,28.00,63.00,1764.00,917.00,0.52,Online
Amazon,1185732,10-15-2021,South,Alabama,Birmingham,Women's Athletic Footwear,34.00,28.00,952.00,390.00,0.41,Online
Amazon,1185732,10-16-2021,Northeast,Maine,Portland,Men's Apparel,47.00,42.00,1974.00,770.00,0.39,Online
Amazon,1185732,10-17-2021,Northeast,Maine,Portland,Women's Apparel,38.00,68.00,2584.00,1344.00,0.52,Online
Amazon,1185732,10-18-2021,Northeast,Maine,Portland,Men's Street Footwear,38.00,140.00,5320.00,2607.00,0.49,Online
Amazon,1185732,10-19-2021,Northeast,Maine,Portland,Men's Athletic Footwear,38.00,45.00,1710.00,804.00,0.47,Online
Amazon,1185732,10-20-2021,Northeast,Maine,Portland,Women's Street Footwear,29.00,60.00,1740.00,922.00,0.53,Online
Amazon,1185732,10-21-2021,Northeast,Maine,Portland,Women's Athletic Footwear,34.00,19.00,646.00,271.00,0.42,Online
Amazon,1185732,10-22-2021,Northeast,Maine,Portland,Men's Apparel,46.00,45.00,2070.00,807.00,0.39,Online
Amazon,1185732,10-23-2021,Northeast,Maine,Portland,Women's Apparel,37.00,63.00,2331.00,1189.00,0.51,Online
Amazon,1185732,10-24-2021,Northeast,Maine,Portland,Men's Street Footwear,39.00,127.00,4953.00,2427.00,0.49,Online
Amazon,1185732,10-25-2021,Northeast,Maine,Portland,Men's Athletic Footwear,39.00,46.00,1794.00,879.00,0.49,Online
Amazon,1185732,10-26-2021,Northeast,Maine,Portland,Women's Street Footwear,27.00,52.00,1404.00,772.00,0.55,Online
Amazon,1185732,10-27-2021,Northeast,Maine,Portland,Women's Athletic Footwear,32.00,13.00,416.00,166.00,0.40,Online
Amazon,1185732,10-28-2021,Northeast,Maine,Portland,Men's Apparel,49.00,29.00,1421.00,512.00,0.36,Online
Amazon,1185732,10-29-2021,Northeast,Maine,Portland,Women's Apparel,36.00,50.00,1800.00,990.00,0.55,Online
Amazon,1185732,10-30-2021,Northeast,Maine,Portland,Men's Street Footwear,37.00,122.00,4514.00,2167.00,0.48,Online
Amazon,1185732,10-31-2021,Northeast,Maine,Portland,Men's Athletic Footwear,37.00,44.00,1628.00,765.00,0.47,Online
Amazon,1185732,1-11-2021,Northeast,Maine,Portland,Women's Street Footwear,27.00,44.00,1188.00,642.00,0.54,Online
Amazon,1185732,2-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,33.00,21.00,693.00,277.00,0.40,Online
Amazon,1185732,3-11-2021,Northeast,Maine,Portland,Men's Apparel,47.00,20.00,940.00,357.00,0.38,Online
Amazon,1185732,4-11-2021,Northeast,Maine,Portland,Women's Apparel,39.00,63.00,2457.00,1253.00,0.51,Online
Amazon,1185732,5-11-2021,Northeast,Maine,Portland,Men's Street Footwear,52.00,144.00,7488.00,3370.00,0.45,Online
Amazon,1185732,6-11-2021,Northeast,Maine,Portland,Men's Athletic Footwear,48.00,60.00,2880.00,1440.00,0.50,Online
Amazon,1185732,7-11-2021,Northeast,Maine,Portland,Women's Street Footwear,42.00,47.00,1974.00,1066.00,0.54,Online
Amazon,1185732,8-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,41.00,34.00,1394.00,558.00,0.40,Online
Amazon,1185732,9-11-2021,Northeast,Maine,Portland,Men's Apparel,51.00,42.00,2142.00,793.00,0.37,Online
Amazon,1185732,10-11-2021,Northeast,Maine,Portland,Women's Apparel,56.00,72.00,4032.00,2137.00,0.53,Online
Amazon,1185732,11-11-2021,Northeast,Maine,Portland,Men's Street Footwear,54.00,158.00,8532.00,4010.00,0.47,Online
Amazon,1185732,12-11-2021,Northeast,Maine,Portland,Men's Athletic Footwear,48.00,77.00,3696.00,1811.00,0.49,Online
Amazon,1185732,11-13-2021,Northeast,Maine,Portland,Women's Street Footwear,42.00,58.00,2436.00,1242.00,0.51,Online
Amazon,1185732,11-14-2021,Northeast,Maine,Portland,Women's Athletic Footwear,41.00,51.00,2091.00,878.00,0.42,Online
Amazon,1185732,11-15-2021,Northeast,Maine,Portland,Men's Apparel,50.00,53.00,2650.00,954.00,0.36,Online
Amazon,1185732,11-16-2021,Northeast,Maine,Portland,Women's Apparel,56.00,85.00,4760.00,2428.00,0.51,Online
Amazon,1185732,11-17-2021,Northeast,Maine,Portland,Men's Street Footwear,51.00,143.00,7293.00,3574.00,0.49,Online
Amazon,1185732,11-18-2021,Northeast,Maine,Portland,Men's Athletic Footwear,46.00,84.00,3864.00,1855.00,0.48,Online
